dir,date,result,note
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq59-sep1.0-rad1.0-mass1.0-mh3-co1.5-phase90,2023-6-29-2:53:5,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq59-sep1.0-rad1.0-mass1.0-mh3-co1.5-phase120,2023-6-29-2:54:19,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq59-sep1.0-rad1.0-mass1.0-mh3-co1.5-phase140,2023-6-29-2:58:18,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co0.5-phase0,2023-6-29-2:58:44,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co1.5-phase0,2023-6-29-2:59:53,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co0.5-phase45,2023-6-29-3:0:13,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co1.5-phase45,2023-6-29-3:4:21,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co1.5-phase90,2023-6-29-3:6:30,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co1.5-phase120,2023-6-29-3:8:17,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co1.5-phase0,2023-6-29-3:12:8,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co1.5-phase45,2023-6-29-3:12:49,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq34-sep3.0-rad1.0-mass1.0-mh3-co1.5-phase140,2023-6-29-3:10:34,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co1.5-phase90,2023-6-29-3:15:21,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
/data2/lpearce/ReflectXGasGiantModelGrid/ReflectXGasGiantModelGrid-Jupiter-Tstar3000-Rstar0.2-Teq19-sep10.0-rad1.0-mass1.0-mh3-co0.5-phase90,2023-6-29-3:14:36,FAILED,Many points in your profile went off the grid. Try re-starting from a different guess profile. Parametrized profiles can work better sometime as guess profiles. 
