HD90156_b 21.9496 11.3897 11.5112 4.43 35.4303
HD64114_b 31.5262 7.80303 12.054 4.41 219.16
HD21693_c 33.255 7.77627 9.26281 4.34 467.686
HD192310_b 8.79687 36.3766 3.75578 4.27 3.7423
HD190007_b 12.7141 7.23606 24.6845 4.21 2.97072
GJ2056_b 28.4434 9.94958 1.55391 4.17 42132.6
HD102365_b 9.2894 49.5188 4.14462 4.14 9.97684
AUMic_b 9.7221 6.63437 21.6212 4.07 1.48189
BD-114672_c 27.1665 11.043 1.74485 4.04 22715.5
HD177565_b 16.9179 14.5408 14.5925 4 4.33009
GJ229_b 5.75624 188.701 0.0237229 3.96 9385.49
HD140901_b 15.2528 5.54003 110.733 3.93 0.309691
GJ876_e 4.67517 71.5054 0.110848 3.92 470.75
HD42618_b 24.3358 22.7648 3.19139 3.89 900.216
HD95338_b 36.9941 7.08221 7.13506 3.89 8842.41
HIP4845_b 21.0974 8.34226 2.98521 3.89 3897.53
HD51608_c 35.0553 10.8657 3.92987 3.87 1423.23
HD31527_c 38.4473 6.92636 16.9144 3.85 1281.87
HD20781_e 35.9715 9.37965 4.30239 3.83 13495.5
HD141004_b 11.8148 10.4784 144.73 3.77 0.117907
HD211970_b 13.1277 10.893 4.21044 3.66 42.667
HIP35173_b 33.1562 6.54478 6.5025 3.61 14676.6
HD96700_d 25.4111 16.6856 7.67836 3.61 364.993
HD180617_b 5.91059 58.0314 0.27505 3.53 274.65
HD69830_c 12.5591 14.81 17.417 3.46 1.93804
HD31527_d 38.4473 21.0626 1.82913 3.46 12304.5
GJ3222_b 18.2382 4.99934 67.3303 3.45 5.01482
HD103949_b 26.4997 16.5662 1.39982 3.35 25654.6
GJ422_b 12.6631 8.76563 0.891978 3.33 9087.96
GJ674_b 4.54896 8.57339 10.5165 3.33 0.238103
AUMic_c 9.7221 11.3247 7.42037 3.24 7.75568
HD69830_b 12.5591 6.25045 97.7824 3.17 1.23046
HD13808_c 28.2305 9.04695 5.63065 3.13 1142.91
HD3167_e 47.2899 8.55997 3.27732 3.09 118333
HD40307_d 12.9363 10.2116 13.1581 3.04 17.3037
HD136352_c 14.682 11.7218 35.0298 2.916 3.14399
GJ682_c 5.00671 35.1528 0.0645617 2.89 2136.56
GJ229_c 5.75624 66.7474 0.406306 2.87 559.293
HD189567_b 17.9055 6.19921 171.141 2.85 5.6311
HIP38594_b 17.7886 14.3912 1.32288 2.77 14334.8
Wolf1061_d 4.30592 109.152 0.0462173 2.69 6885.4
GJ3293_d 20.1903 9.6056 0.584339 2.67 121650
GJ887_c 3.29 36.4742 2.55645 2.67 0.77275
GJ180_d 11.9407 25.8779 0.257681 2.66 130450
GJ143_b 16.32 11.7341 5.61904 2.61 171.341
HD136352_d 14.682 28.947 5.7441 2.562 104.17
HD40307_g 12.9363 46.3811 0.637819 2.56 5362.1
HD189567_c 17.9055 11.0022 54.3335 2.54 15.0352
Kapteyn_c 3.93305 79.0735 0.166525 2.54 748.167
GJ163_c 15.1285 8.28899 1.24568 2.5 29496.8
GJ676A_e 16.0272 11.275 2.77364 2.48 4172.71
HD40307_c 12.9363 6.17642 35.9672 2.46 67.7155
HD154088_b 18.2692 7.33475 41.1899 2.46 40.6467
GJ180_b 11.9407 7.70474 1.53612 2.43 10818.8
GJ180_c 11.9407 10.8034 0.781305 2.41 12934.8
GJ357_d 9.44181 21.606 0.382595 2.34 28565.6
GJ433_b 9.06456 6.83982 5.20255 2.33 558.016
GJ667C_b 7.24396 6.97133 5.37548 2.23 386.104
GJ581_c 6.2981 11.4479 2.50686 2.21 294.054
GJ536_b 10.4092 6.39915 9.46065 2.17 1161.08
GJ433_d 9.06456 19.6369 1.05721 2.14 3483.46
